m,e0,e1,a0,a1,Q,T0,T1,s0
29747.0,0.005412310485090934,0.9188825763942583,0.04326486704541634,0.9567351329545837,0.007080923529266814,-4.916992984467123,0.3123987156450689,60
29534.0,0.008667975892192049,0.9057019028915826,0.05148303650030473,0.9485169634996953,0.01203494568980068,-3.8840476691655534,0.3401823859336175,70
29061.0,0.011493066308798735,0.8931213654038058,0.059185850452496476,0.9408141495475035,0.01598020283002688,-3.2239065931459265,0.35621118174510186,80
28575.0,0.013788276465441819,0.877270341207349,0.06825896762904637,0.9317410323709536,0.018257979607317232,-2.71483822573928,0.35468128204039656,90
28477.0,0.016223619060996595,0.859641113881378,0.07829125258980932,0.9217087474101907,0.02018819765783053,-2.307301117236206,0.34826915286876153,100
27993.0,0.020397956632015147,0.8457828742900011,0.08730754117100704,0.912692458828993,0.025550699773376095,-1.9540935055787623,0.3629740299270166,110
27386.0,0.024099905060980063,0.8270284086759658,0.09853574819250711,0.9014642518074929,0.028781222778245796,-1.6536546070230178,0.3599767271934438,120
27797.0,0.03151419217901212,0.8092599920854768,0.11112710004676764,0.8888728999532324,0.03832991962841559,-1.3237230077207869,0.38437926698254343,130
27422.0,0.036868208008168625,0.7947997957844066,0.12103420611188097,0.878965793888119,0.044437857918070645,-1.133467164974248,0.3941007940676548,140
27218.0,0.042471893599823646,0.7784186935116467,0.13202660004408848,0.8679733999559115,0.05008174096124396,-0.9684810400097662,0.39915911374304625,150
26783.0,0.04626068774969197,0.7621252286898406,0.1420677295299257,0.8579322704700743,0.05215489595180778,-0.8627241295801109,0.39253144005979046,160
26703.0,0.05699734112272029,0.7435119649477587,0.15674268808748082,0.8432573119125192,0.06485814170766202,-0.6630444006481395,0.4138370280376094,170
26361.0,0.05910246197033497,0.7314972876598005,0.16380258715526724,0.8361974128447327,0.06454234882315213,-0.6228140868732241,0.4038969279635161,180
25964.0,0.06636111539054075,0.714720382067478,0.17582036666153136,0.8241796333384687,0.07089662811509079,-0.5194040014207797,0.40818097636951023,190
26075.0,0.077392138063279,0.6894726749760307,0.19395973154362417,0.8060402684563759,0.07954352120560848,-0.39485207479906764,0.4104735700565014,200
25650.0,0.08651072124756336,0.6722807017543859,0.2071150097465887,0.7928849902534113,0.08722818797046761,-0.30991676977880317,0.4163104872738053,210
25620.0,0.09434035909445745,0.6592115534738485,0.21756440281030445,0.7824355971896956,0.09401217944850604,-0.24646584702979446,0.4218468356372594,220
25291.0,0.1042268000474477,0.6368668696374205,0.23367996520501363,0.7663200347949863,0.09924094781846271,-0.18145573398327686,0.4167153988840468,230
25052.0,0.1138831231039438,0.6195114162541913,0.24718585342487626,0.7528141465751237,0.10556455394111885,-0.12591510315031157,0.4187255380672275,240
25267.0,0.1257371274785293,0.6033957335655202,0.2611706969565045,0.7388293030434955,0.11505398905956588,-0.06322601866576899,0.4255576905059132,250
25108.0,0.13704795284371515,0.5790186394774574,0.27901465668312886,0.7209853433168711,0.11839754839942163,-0.018490048686759436,0.4156366585632491,260
24757.0,0.1458577372056388,0.5668699761683564,0.28949388051864117,0.7105061194813588,0.1241020606957951,0.015093348425267366,0.41910650233567814,270
24904.0,0.16146000642467073,0.5435271442338581,0.30896643109540634,0.6910335689045937,0.13199950176167657,0.06760117545123036,0.4177887700264956,280
24546.0,0.1726554224720932,0.5311252342540537,0.3207650941090198,0.6792349058909802,0.13953035374664974,0.10350806843506517,0.42225473128752555,290
24333.0,0.18329018205728845,0.5082809353552789,0.3375046233510048,0.6624953766489952,0.13876162254796975,0.12226689724931511,0.40531088475689364,300
24433.0,0.19174886424098556,0.4938402979576802,0.34895428314165267,0.6510457168583473,0.13995954503616165,0.1387058970635889,0.3988069757272495,310
24200.0,0.21260330578512396,0.4731404958677686,0.3697314049586777,0.6302685950413223,0.15180398794481254,0.19072791065914135,0.40526712373650514,320
24264.0,0.22164523574019124,0.4576327068908671,0.38200626442466207,0.617993735575338,0.15143289936101273,0.20239998885452407,0.3937863398955672,330
